Office_Level_ID,Office_Level_Name,Office_Name,Office_ID,Parent_Office_Id,Parent_Office_Name,Office_District_Id,Office_District_Name,Parent_district_Id,Parent_District_Name,Office_Address,Office_Short_Name,DT_updated,DT_created/date,DT_created/timezone_type,DT_created/timezone,Org_Office_Type,Office_Type_Id,DT_updated/date,DT_updated/timezone_type,DT_updated/timezone
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division District Rural, Dausa",3019518,3006036,Public Health Engineering,50012,Dausa,50016,Jaipur,,"AEN, PHED, Sub Divi. Distt. Rural, Dausa",,2018-02-06 14:43:38.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 11:13:37.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Niwai",3019883,3006302,Public Health Engineering,50032,Tonk,50016,Jaipur,,"AEN, PHED, Sub Divi. Niwai",,2018-02-12 17:45:14.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 10:58:44.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-V, P & D, Bikaner",3019476,3006015,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi.-V P & D, Bikaner",,2018-02-05 15:42:56.000000,3,Asia/Kolkata,Sub Division,582,2021-02-10 11:58:03.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Churu-Bissau(Churu)",3034366,3006023,Public Health Engineering,50011,Churu,50016,Jaipur,,"AEN, PHED, Sub Divi., Churu-Bissau(Churu)",,2020-05-18 18:02:20.000000,3,Asia/Kolkata,Sub Division,582,2024-08-12 12:09:21.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Sanchore",3064116,3006102,Public Health Engineering,50049,Sanchore,50016,Jaipur,,"SEC, PHED, Circle Sanchore",,2024-07-03 15:19:03.000000,3,Asia/Kolkata,Circle Office,386,,,
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Rishabhadev",3007201,3006308,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Rishabhadev",,2017-07-25 11:54:22.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 15:41:08.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-IX (N) Mistrikhana, Jaipur",3013046,3006077,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Mistrikhana, Jaipur",,2017-11-07 14:21:46.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:44:16.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Bawri",3019746,3006235,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. Bawri",,2018-02-09 11:55:27.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 16:58:08.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Drilling-I Jodhpur",3027997,3006236,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi., Drilling I Jodhpur",,2018-09-05 16:47:38.000000,3,Asia/Kolkata,Sub Division,582,2020-09-25 10:57:09.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Deeg",3019462,3006000,Public Health Engineering,50037,Deeg,50016,Jaipur,,"AEN, PHED, Sub Divi. Deeg",,2018-02-05 13:03:23.000000,3,Asia/Kolkata,Sub Division,582,2024-06-21 15:50:03.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Production, Distribution & Revenue- XII (Industrial Area), Bikaner",3019481,3006015,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. PDR-XII (Industrial Area), Bikaner",,2018-02-05 15:50:35.000000,3,Asia/Kolkata,Sub Division,582,2021-02-10 12:39:13.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Kaylana, Jodhpur",3019716,3006229,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Kaylana, Jodhpur",,2018-02-09 10:59:27.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:33:07.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Itawa",3007306,3006254,Public Health Engineering,50023,Kota,50016,Jaipur,,"AEN, PHED, Sub Divi., Itawa",,2017-07-26 12:18:24.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 11:44:22.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Begun",3006270,3006157,Public Health Engineering,50010,Chittorgarh,50016,Jaipur,,"EEDn., PHED , Begun",,2017-06-23 10:54:46.000000,3,Asia/Kolkata,Division,584,2021-02-05 16:18:06.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Fatehpur",3006288,3006100,Public Health Engineering,50029,Sikar,50016,Jaipur,,"EEPDn., PHED Fatehpur",,2017-06-27 11:10:53.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:18:34.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Jhalamand, Jodhpur",3019730,3006231,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Jhalamand, Jodhpur",,2018-02-09 11:27:29.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:30:44.000000,3,Asia/Kolkata
7,Division,"Office of Senior Chemist Laboratory PHED, Sawai Madhopur",3020329,3020301,Public Health Engineering,50028,Sawai Madhopur,50016,Jaipur,,"PHED Laboratory,  Sawai Madhopur",,2018-02-20 15:34:59.000000,3,Asia/Kolkata,Laboratory,468,2023-04-28 18:01:59.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Bayana",3019457,3005999,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"AEN, PHED, Sub Divi. Bayana",,2018-02-05 12:54:19.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 16:47:55.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Production, Distribution & Revenue- I, Bikaner",3019468,3006014,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. PDR-I, Bikaner",,2018-02-05 15:12:58.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:12:51.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division PMC (O&M), Sahawa",3019585,3006033,Public Health Engineering,50011,Churu,50016,Jaipur,,"AEN, PHED, Sub Divi. PMC (O&M), Sahawa",,2018-02-07 11:59:36.000000,3,Asia/Kolkata,Sub Division,582,2021-02-05 15:02:25.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Nagauri Gate, Jodhpur",3019722,3006230,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Nagauri Gate, Jodhpur",,2018-02-09 11:11:23.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:35:10.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Neem Ka Thana",3062650,3005940,Public Health Engineering,50046,Neem Ka Thana,50016,Jaipur,,"SEO, PHED, Neem Ka Thana",,2024-05-15 17:30:06.000000,3,Asia/Kolkata,Circle Office,386,2024-09-27 09:59:48.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-II (Nalgodam), Ajmer",3006847,3005973,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"AEN, PHED, Sub Divi. Nalgodam",,2017-07-14 11:45:54.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:28:21.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Distribution-IV (Jhalahause), Kota",3007298,3006253,Public Health Engineering,50023,Kota,50016,Jaipur,,"AEN, PHED, Sub Divi., Distribution-IV (Jhalahause),Kota",,2017-07-26 12:12:23.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:52:16.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sumerpur",3019758,3006274,Public Health Engineering,50025,Pali,50016,Jaipur,,"AEN, PHED, Sub Divi. Sumerpur",,2018-02-09 13:07:26.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 14:36:06.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-II Project, Dholpur",3034658,3006040,Public Health Engineering,50013,Dholpur,50016,Jaipur,,"AEN, PHED, Sub Divi.-II Project, Dholpur",,2020-09-06 17:58:30.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 14:47:12.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Nagaur",3006140,3005929,Public Health Engineering,50024,Nagaur,50016,Jaipur,,"SEO, PHED, Nagaur",,2017-06-21 11:59:48.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 16:41:56.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Store & Workshop, Bikaner",3019487,3006017,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. S&W, Bikaner",,2018-02-05 16:03:28.000000,3,Asia/Kolkata,Sub Division,582,2020-10-01 10:42:59.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Nawalgarh",3062805,3006099,Public Health Engineering,50020,Jhunjhunu,50016,Jaipur,,"EEDn., PHED Nawalgarh",,2024-05-20 16:13:03.000000,3,Asia/Kolkata,Division,584,,,
3,Block,"Office of Executive Engineer, Public Health Engineering Department,  Division Bansur",3064897,3005945,Public Health Engineering,50002,Alwar,50016,Jaipur,,"XEN, PHED, Div. Bansur",,2024-09-02 11:18:59.000000,3,Asia/Kolkata,Division,584,2024-09-02 11:20:21.000000,3,Asia/Kolkata
1,State,"Chief Engineer (Project), Udaipur",3065296,3001397,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"CE (Project), Udaipur",,2024-09-27 12:50:05.000000,3,Asia/Kolkata,State,1339,2024-10-04 12:04:27.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Kherwara",3007199,3006308,Public Health Engineering,50033,Udaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Kherwara",,2017-07-25 11:53:26.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 15:37:45.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Deedwana",3006261,3061423,Public Health Engineering,50038,Didwana-Kuchaman,50016,Jaipur,,"EE, PHED Deedwana",,2017-06-22 17:36:54.000000,3,Asia/Kolkata,Division,584,2024-08-30 09:53:31.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Niwai",3006299,3005971,Public Health Engineering,50032,Tonk,50016,Jaipur,,"EEPDn., PHED Niwai",,2017-06-27 12:10:43.000000,3,Asia/Kolkata,Division,584,2020-08-19 15:31:48.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, City Division IV Jodhpur",3006244,3006103,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"EEPDn.-IV, PHED Jodhpur",,2017-06-22 13:24:51.000000,3,Asia/Kolkata,Division,584,2024-09-02 11:25:24.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Neem Ka Thana",3019860,3006292,Public Health Engineering,50046,Neem Ka Thana,50016,Jaipur,,"AEN, PHED, Sub Divi. Neem Ka Thana",,2018-02-12 15:15:30.000000,3,Asia/Kolkata,Sub Division,582,2024-06-21 11:01:59.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Sawai Madhopur",3006287,3006188,Public Health Engineering,50028,Sawai Madhopur,50016,Jaipur,,"EE, PHED, Div. Sawai Madhopur ",,2017-06-27 11:09:02.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:53:01.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division District-II, Jhunjhunu",3019680,3006224,Public Health Engineering,50020,Jhunjhunu,50016,Jaipur,,"AEN,PHED,Sub, Divi. Distt.-II, Jhunjhunu",,2018-02-08 15:01:32.000000,3,Asia/Kolkata,Sub Division,582,2020-09-25 10:38:30.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Rajgarh (Alwar)",3019608,3005987,Public Health Engineering,50002,Alwar,50016,Jaipur,,"AEN, PHED, Sub Divi. Rajgarh (Alwar)",,2018-02-07 14:49:27.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 13:44:29.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Ladnu",3019695,3006261,Public Health Engineering,50038,Didwana-Kuchaman,50016,Jaipur,,"AEN, PHED, Sub Divi. Ladnu",,2018-02-08 16:34:22.000000,3,Asia/Kolkata,Sub Division,582,2024-06-21 16:03:14.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Kankroli",3019838,3006279,Public Health Engineering,50027,Rajsamand,50016,Jaipur,,"AEN, PHED, Sub Divi. Kankroli",,2018-02-12 12:31:14.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 13:46:11.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-II, Banswara",3006117,3006113,Public Health Engineering,50003,Banswara,50016,Jaipur,,"EEPDn.-II, PHED, Banswara",,2017-06-21 10:54:09.000000,3,Asia/Kolkata,Division,584,2020-09-24 16:47:44.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sambhar",3013213,3006094,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN,PHED,Sub Divi. Sambhar",,2017-11-08 16:50:57.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 12:03:58.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Arthuna",3034222,3006115,Public Health Engineering,50003,Banswara,50016,Jaipur,,"AEN, PHED, Sub Divi. Arthuna",,2020-01-21 15:23:40.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:15:25.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Bundi",3020312,3020301,Public Health Engineering,50009,Bundi,50016,Jaipur,,"PHED Laboratory,  Bundi",,2018-02-20 13:28:42.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 13:03:43.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Drilling, Jalore",3028004,3006236,Public Health Engineering,50018,Jalore,50016,Jaipur,,"AEN, PHED, Sub Divi. Drilling, Jalore",,2018-09-05 17:09:07.000000,3,Asia/Kolkata,Sub Division,582,2024-09-04 12:14:52.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, Division Laxmangarh Sikar",3034232,3006191,Public Health Engineering,50029,Sikar,50016,Jaipur,,"EEPD, PHED laxmangarh",,2020-01-28 14:53:23.000000,3,Asia/Kolkata,Division,584,2024-09-03 11:58:58.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Jhotwara",3013220,3006095,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Jhotwara",,2017-11-09 11:16:03.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 14:59:17.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Kushalgarh",3019407,3006114,Public Health Engineering,50003,Banswara,50016,Jaipur,,"AEN, PHED, Sub Divi. Kushalgarh",,2018-02-02 12:08:28.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 14:02:00.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Phagi",3006089,3005971,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EEPDn., PHED, Phagi",,2017-06-20 15:41:22.000000,3,Asia/Kolkata,Division,584,2020-09-09 12:23:13.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Asind",3019447,3006007,Public Health Engineering,50007,Bhilwara,50016,Jaipur,,"AEN,PHED,Sub Divi. Asind",,2018-02-05 12:42:13.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 10:25:25.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division District Rural, Sadulpur",3019577,3050880,Public Health Engineering,50011,Churu,50016,Jaipur,,"AEN, PHED, Sub Divi. Rural, Sadulpur",,2018-02-07 11:51:15.000000,3,Asia/Kolkata,Sub Division,582,2024-09-02 11:43:08.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Bharatpur",3005999,3005948,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"EE Dn., PHED, Div. Bharatpur",,2017-06-19 12:42:05.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:43:47.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Dholpur",3006040,3005949,Public Health Engineering,50013,Dholpur,50016,Jaipur,,"EEPDn., PHED, Dholpur",,2017-06-19 17:42:57.000000,3,Asia/Kolkata,Division,584,2020-10-07 15:15:40.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Bundi",3006150,3006148,Public Health Engineering,50009,Bundi,50016,Jaipur,,"EEDn., PHED, Bundi",,2017-06-21 12:15:17.000000,3,Asia/Kolkata,Division,584,2021-02-05 16:21:08.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Karauli",3006249,3006109,Public Health Engineering,50022,Karauli,50016,Jaipur,,"EE, PHED, Div. Karauli",,2017-06-22 14:57:06.000000,3,Asia/Kolkata,Division,584,2020-10-07 14:47:39.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Fatehsagar, Jodhpur",3019712,3006229,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Fatehsagar, Jodhpur",,2018-02-09 10:52:43.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 17:06:38.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Production, Distribution & Revenue- IV, Bikaner",3019471,3006014,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. PDR-IV, Bikaner",,2018-02-05 15:30:18.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:10:56.000000,3,Asia/Kolkata
1,State,"Chief Engineer (Jal Jeevan Mission), Jaipur",3005939,3001397,Public Health Engineering,50016,Jaipur,50016,Jaipur,,CE (JJM),,2017-06-15 17:57:35.000000,3,Asia/Kolkata,State,1339,2024-10-04 12:07:20.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-IV Jodhpur",3006243,3006106,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"EEPDn.-IV, PHED Jodhpur",,2017-06-22 13:23:09.000000,3,Asia/Kolkata,Division,584,2020-09-24 16:45:14.000000,3,Asia/Kolkata
1,State,"Chief Engineer PMC, RRWS & FMP, Nagaur",3005927,3001397,Public Health Engineering,50024,Nagaur,50016,Jaipur,,CE PMC,,2017-06-15 16:39:40.000000,3,Asia/Kolkata,State,1339,2024-10-04 12:09:13.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Arai",3006921,3005977,Public Health Engineering,50001,Ajmer,50016,Jaipur,,"AEN,PHED,Sub Divi. Arai",,2017-07-17 17:21:51.000000,3,Asia/Kolkata,Sub Division,582,2020-08-20 12:38:16.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City Revenue, Jodhpur",3019724,3006230,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. City Revenue, Jodhpur",,2018-02-09 11:15:01.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 10:40:47.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Division Malpura",3006301,3006193,Public Health Engineering,50032,Tonk,50016,Jaipur,,"EE, PHED Malpura",,2017-06-27 12:14:51.000000,3,Asia/Kolkata,Division,584,2021-02-08 11:04:08.000000,3,Asia/Kolkata
3,Block,"Office of executive engineer public health engineering department division Bhadra, Hanumangarh",3059537,3005961,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"EEDn., PHED, Division Bhadra",,2023-07-14 11:46:13.000000,3,Asia/Kolkata,Division,584,,,
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Ahore",3019640,3006208,Public Health Engineering,50018,Jalore,50016,Jaipur,,"AEN, PHED, Sub Divi. Ahore",,2018-02-08 11:39:01.000000,3,Asia/Kolkata,Sub Division,582,2020-09-24 16:46:11.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Rural-I, Nokha",3019485,3006017,Public Health Engineering,50008,Bikaner,50016,Jaipur,,"AEN, PHED, Sub Divi. Rural-I, Nokha",,2018-02-05 16:00:28.000000,3,Asia/Kolkata,Sub Division,582,2020-09-30 11:46:19.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Luni",3019743,3006234,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"AEN, PHED, Sub Divi. Luni",,2018-02-09 11:50:42.000000,3,Asia/Kolkata,Sub Division,582,2020-08-24 10:56:42.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division-II (Urban), Fatehpur",3019867,3006293,Public Health Engineering,50029,Sikar,50016,Jaipur,,"AEN, PHED, Sub Divi.-II (Urban), Fatehpur",,2018-02-12 15:31:03.000000,3,Asia/Kolkata,Sub Division,582,2021-03-12 12:36:53.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-II, Jayal",3006268,3005955,Public Health Engineering,50024,Nagaur,50016,Jaipur,,"EEPDn-II., PHED, Jayal",,2017-06-22 17:57:21.000000,3,Asia/Kolkata,Division,584,2020-10-08 11:23:03.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Sikrai",3019522,3006037,Public Health Engineering,50012,Dausa,50016,Jaipur,,"AEN,PHED,Sub Divi. Sikrai",,2018-02-06 14:49:11.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 12:22:11.000000,3,Asia/Kolkata
7,Division,"Office of Junior Chemist Laboratory PHED, Churu",3020314,3020301,Public Health Engineering,50011,Churu,50016,Jaipur,,"PHED Laboratory, Churu",,2018-02-20 15:27:26.000000,3,Asia/Kolkata,Laboratory,468,2021-02-05 13:04:54.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Rural Division Bhilwara",3006007,3005950,Public Health Engineering,50007,Bhilwara,50016,Jaipur,,"EERDn, Bhilwara",,2017-06-19 13:16:45.000000,3,Asia/Kolkata,Division,584,2020-09-24 16:44:16.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, District Division Phalodi",3006232,3006104,Public Health Engineering,50021,Jodhpur,50016,Jaipur,,"EEDDn., PHED Phalodi",,2017-06-22 12:53:34.000000,3,Asia/Kolkata,Division,584,2020-08-20 10:57:51.000000,3,Asia/Kolkata
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division-I, Jayal",3006267,3005955,Public Health Engineering,50024,Nagaur,50016,Jaipur,,"EEPDn-I., PHED, Jayal",,2017-06-22 17:55:50.000000,3,Asia/Kolkata,Division,584,2020-10-08 11:21:13.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Banswara",3006112,3006079,Public Health Engineering,50003,Banswara,50016,Jaipur,,"SEO, PHED, Banswara",,2017-06-21 10:44:03.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 14:52:14.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Lalaniya",3019579,3006026,Public Health Engineering,50015,Hanumangarh,50016,Jaipur,,"AEN,PHED,Sub Divi. Lalaniya",,2018-02-07 11:52:13.000000,3,Asia/Kolkata,Sub Division,582,2020-08-21 12:45:01.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Dungarpur",3006107,3006079,Public Health Engineering,50014,Dungarpur,50016,Jaipur,,"SEO, PHED, Dungarpur",,2017-06-20 17:53:04.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 16:01:34.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division City-VI (N) Banipark, Jaipur",3013038,3006074,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"AEN, PHED, Sub Divi. Banipark",,2017-11-07 13:13:11.000000,3,Asia/Kolkata,Sub Division,582,2020-10-05 12:46:24.000000,3,Asia/Kolkata
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Beawar",3065291,3005929,Public Health Engineering,50036,Beawar,50016,Jaipur,,"SEC, PHED, Circle Beawar",,2024-09-27 11:23:54.000000,3,Asia/Kolkata,Circle Office,386,,,
3,Block,"Office of Executive Engineer, Public Health Engineering Department, Project Division Mandalgarh",3006012,3005951,Public Health Engineering,50007,Bhilwara,50016,Jaipur,,"EEPDn., PHED, Mandalgarh",,2017-06-19 13:29:04.000000,3,Asia/Kolkata,Division,584,2021-03-02 12:51:45.000000,3,Asia/Kolkata
3,Block,"Office of Assistant Engineer, Public Health Engineering Department, Sub Division Bhinyad",3034668,3006144,Public Health Engineering,50005,Barmer,50016,Jaipur,,"AEN, PHED, Sub Divi., Bhinyad",,2020-09-10 15:34:01.000000,3,Asia/Kolkata,Sub Division,582,2023-07-27 11:42:48.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, Division Kaman",3059866,3005948,Public Health Engineering,50006,Bharatpur,50016,Jaipur,,"XEN, PHED, Divi. Kaman",,2023-08-24 11:00:12.000000,3,Asia/Kolkata,Division,584,,,
6,District,"Office of Superintending Engineer, Public Health Engineering Department, Circle Dausa",3005958,3005940,Public Health Engineering,50012,Dausa,50016,Jaipur,,"SEO,PHED, Dausa",,2017-06-16 13:05:43.000000,3,Asia/Kolkata,Circle Office,386,2020-08-17 15:56:32.000000,3,Asia/Kolkata
6,District,"Office of Executive Engineer, Public Health Engineering Department, City Division-IV (North), Vidhyadhar Nagar, Jaipur",3006080,3005966,Public Health Engineering,50016,Jaipur,50016,Jaipur,,"EECDn-IV (North), Vidhyadhar Nagar, Jaipur",,2017-06-20 15:25:56.000000,3,Asia/Kolkata,Division,584,2020-09-09 12:19:25.000000,3,Asia/Kolkata
